,name,phone,price_range,year_in_business,amenities,categories,city_name,city_code,zip_code,updated_at,open_status,website,order_online,rating,rating_count,rating,rating_count,rating
2375,Fresh Brothers Pizza Encino,(818) 528-2100,2.0,10.0,['Wheelchair accessible'],"['Restaurants', 'Pizza', 'Take Out Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.209974,OPEN NOW,http://www.freshbrothers.com,Order Online,,10.0,2.5,2.0,7.0
2376,The Nook,(818) 385-1271,2.0,,['Offers outdoor seating'],"['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",Encino,CA,91316.0,2023-05-16 03:06:48.414825,CLOSED NOW,http://www.breakfastatthenook.com,,,,4.0,20.0,8.23
2377,The Fish House,(818) 981-9133,3.0,9.0,"['Offers outdoor seating', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Seafood Restaurants', 'Caterers']",Encino,CA,91436.0,2023-05-16 03:06:48.600358,OPEN NOW,,,,9.0,,,
2378,"The Stand ""American Classics Redefined""",(310) 785-0400,2.0,20.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Caterers']",Los Angeles,CA,90067.0,2023-05-16 03:13:27.797136,CLOSED NOW,https://www.thestand.com/?y_source=1_MTI2NDE5MzktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,Order Online,,20.0,4.5,12.0,6.34
2379,Benihana,(310) 316-7777,,59.0,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Japanese Restaurants', 'Bar & Grills']",Torrance,CA,90503.0,2023-05-16 03:07:05.003369,OPEN NOW,http://www.benihana.com/locations/torrance-ca-to,Order Online,5.0,59.0,4.0,134.0,8.7
2380,Tart Bites,(818) 646-9071,2.0,,"['Offers outdoor seating', 'Wheelchair accessible']",['Restaurants'],Encino,CA,91316.0,2023-05-16 03:06:48.014917,CLOSED NOW,http://www.tartbites.com,,,,,,
2381,Ameci Italian Kitchen Inc,(818) 906-0597,2.0,24.0,"['Offers outdoor seating', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Pizza', 'Italian Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.076933,OPEN NOW,http://www.ameciencino.us,,5.0,24.0,,,
2382,Stacked Eatery,(818) 697-9939,2.0,7.0,['Offers outdoor seating'],"['Restaurants', 'Sandwich Shops', 'American Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.088616,CLOSED NOW,http://www.stackedeat.com,Order Online,,7.0,,,
2383,The Habit Burger Grill,(818) 783-6162,1.0,54.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'Hamburgers & Hot Dogs', 'Take Out Restaurants']",Encino,CA,91316.0,2023-05-16 03:06:48.103061,OPEN NOW,http://www.habitburger.com,,4.5,54.0,4.5,13.0,8.63
2384,Solley_s Restaurant & Delicatessen,(818) 789-8515,,,,"['Restaurants', 'Delicatessens', 'Family Style Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.256977,,,,,,,,
2385,Sweet Lady Jane Bakery,(818) 783-8188,2.0,9.0,"['Offers outdoor seating', 'Wheelchair accessible']","['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.427792,CLOSED NOW,http://www.sweetladyjane.com,,,9.0,4.5,3.0,7.67
2386,West Valley Cafe,(818) 461-0380,,26.0,['Offers outdoor seating'],"['Restaurants', 'Coffee Shops', 'Breakfast, Brunch & Lunch Restaurants']",Encino,CA,91316.0,2023-05-16 03:06:48.438867,OPEN NOW,http://stores.healthmart.com/WESTVALPHARMACY,,,26.0,,,
2387,Thai,(818) 783-8424,2.0,15.0,['Wheelchair accessible'],"['Restaurants', 'Thai Restaurants', 'Caterers']",Encino,CA,91316.0,2023-05-16 03:06:48.484612,OPEN NOW,http://www.thaini.net,,,15.0,,,6.66
2388,Amaebi,(818) 906-8913,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Japanese Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.553304,OPEN NOW,http://amaebisushi.com,Order Online,,,,,
2389,M & J Restaurant Group Inc.,(818) 986-0014,,,,"['Restaurants', 'Family Style Restaurants', 'Sushi Bars']",Encino,CA,91316.0,2023-05-16 03:06:48.518625,,http://sushistopusa.com,,,,,,
2390,Venice Cafe,(818) 461-8888,,,,"['Restaurants', 'Coffee & Espresso Restaurants', 'Italian Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.541917,OPEN NOW,,,,,,,
2391,Du-Par_s Restaurant & Bakery,(818) 849-5387,,,['Wheelchair accessible'],"['Restaurants', 'Family Style Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.564492,OPEN 24 Hours,https://la.eater.com/venue/53779/davenport-s-restaurant,,,,,,
2392,Davenport_s Restaurant,(818) 855-1203,,,,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.576255,OPEN NOW,http://davenportsrestaurant.com,,,,4.0,50.0,
2393,Cal. Fish N Fish Inc.,(818) 788-9111,,,,"['Restaurants', 'Seafood Restaurants', 'Pizza']",Encino,CA,91316.0,2023-05-16 03:06:48.588345,OPEN NOW,,,,,,,
2394,Oh Man! Ramen,(818) 646-6085,,7.0,,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.612315,CLOSED NOW,http://ohmanramen.com,,,7.0,,,
2395,Sushi Bar,(818) 789-3992,,,,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",Encino,CA,91436.0,2023-05-16 03:06:48.624595,OPEN NOW,http://www.exploretock.com/sushibar,,,,5.0,4.0,
2396,Los Chilitos Seafood,(626) 279-1561,,14.0,,"['Restaurants', 'Seafood Restaurants', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:48.695644,CLOSED NOW,https://www.facebook.com/loschilitosrestaurant,,,14.0,4.0,1.0,
2397,My Hanh Restaurant,(626) 579-5112,1.0,,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.910411,OPEN NOW,,,,,,,6.71
2398,Taco Nazo,(626) 442-5671,1.0,35.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol']","['Restaurants', 'Mexican Restaurants', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.410975,OPEN NOW,http://www.taconazo.com,,3.0,35.0,4.5,4.0,8.0
2399,Taqueria Periban Inc,(626) 444-6923,1.0,25.0,"['Offers outdoor seating', 'Serves alcohol']","['Restaurants', 'Take Out Restaurants', 'Latin American Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.435984,CLOSED NOW,,Order Online,,25.0,,,
2400,Karina_s Tacos,(626) 454-1236,1.0,20.0,['Wheelchair accessible'],"['Restaurants', 'Mexican Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.458023,OPEN NOW,,,,20.0,5.0,2.0,
2401,Donut King,(626) 454-1828,1.0,27.0,,"['Restaurants', 'Donut Shops', 'Bakeries']",South El Monte,CA,91733.0,2023-05-16 03:06:49.470769,,,,,27.0,,,
2402,Baguette City,(626) 350-7099,1.0,19.0,['Wheelchair accessible'],"['Restaurants', 'Bakeries', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.483987,OPEN NOW,,Order Online,,19.0,,,7.61
2403,PHO HAI Vietnamese Restaurant,(626) 623-4978,1.0,,['Wheelchair accessible'],"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.541137,OPEN NOW,,,,,4.0,1.0,7.2
2404,Ajos Y Cebollas,(626) 279-6511,2.0,25.0,"['Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Pizza', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.585282,OPEN NOW,https://themenustar4.com/webspace/menus.php?code=orderajosycebollasmexican.com,Order Online,5.0,25.0,4.5,4.0,6.34
2405,San Isidro Mexican Restaurant,(626) 442-6414,2.0,29.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.596944,OPEN NOW,https://www.facebook.com/Mariscos-San-Isidro-365003880266561,,,29.0,5.0,1.0,
2406,Birrieria Tlaquepaque,(626) 279-9191,1.0,11.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.611623,CLOSED NOW,,Order Online,,11.0,,,
2407,Cajun House,(626) 401-9999,2.0,7.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Caterers']",South El Monte,CA,91733.0,2023-05-16 03:06:49.663598,CLOSED NOW,http://cajunhouse.com,,,7.0,,,
2408,La Mano Tortilleria,(626) 350-4229,1.0,31.0,,"['Restaurants', 'Tortillas', 'Latin American Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.701212,CLOSED NOW,,Order Online,,31.0,,,
2409,Tacos El Chaparrito,(626) 401-2991,1.0,10.0,['Offers outdoor seating'],"['Restaurants', 'Mexican Restaurants', 'Take Out Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.785797,,,,,10.0,,,
2410,Tom_s Burgers,(626) 579-5750,1.0,22.0,,"['Restaurants', 'Fast Food Restaurants', 'American Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.832836,OPEN NOW,https://www.tomsfamous.com,,,22.0,4.0,1.0,
2411,Di Pilla_s Italian Restaurant,(626) 286-0275,,,,"['Restaurants', 'Italian Restaurants', 'Pizza']",,,,2023-05-16 03:07:01.364153,,,,,,,,
2412,Sunny Seafood USA,(626) 575-8878,,27.0,,"['Restaurants', 'Seafood Restaurants', 'Fish & Seafood Markets']",South El Monte,CA,91733.0,2023-05-16 03:06:49.921344,CLOSED NOW,,,,27.0,,,
2413,El Paisano Restaurant,(626) 575-0620,1.0,23.0,['Good for groups'],"['Restaurants', 'Family Style Restaurants', 'Mexican Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.933010,OPEN NOW,https://equilibrium-markets.com/index.html,Order Online,,23.0,3.0,1.0,
2414,Tacos Omana,(626) 350-1197,,43.0,['Wheelchair accessible'],"['Restaurants', 'Mexican Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:49.954470,OPEN NOW,http://www.mexicanfoodcovina.com,,4.0,43.0,,,
2415,Taco Saas,(626) 758-1577,,,,"['Restaurants', 'Mexican Restaurants', 'Mexican & Latin American Grocery Stores']",South El Monte,CA,91733.0,2023-05-16 03:06:49.987885,CLOSED NOW,https://semtacosaas.com,,,,,,
2416,Carnecieria Las Gloria_s,(626) 758-1710,,,,"['Restaurants', 'Grocery Stores']",South El Monte,CA,91733.0,2023-05-16 03:06:49.999328,,,,,,,,
2417,Tom_s Famous Family Restaurant,(626) 579-5750,,22.0,['Wheelchair accessible'],['Restaurants'],South El Monte,CA,91733.0,2023-05-16 03:06:50.021775,OPEN NOW,http://www.tomsfamous.com,,,22.0,,,7.03
2418,Baby Bros Pizza & Wings,(626) 448-2316,4.0,,,"['Restaurants', 'Pizza']",South El Monte,CA,91733.0,2023-05-16 03:06:50.032861,OPEN NOW,https://www.facebook.com/pages/category/Pizza-Place/Baby-Bros-Pizza-101672507069036,Order Online,,,,,
2419,Baby Brothers-South El Monte,(626) 448-2316,,,,"['Restaurants', 'Hamburgers & Hot Dogs']",South El Monte,CA,91733.0,2023-05-16 03:06:50.043592,,,,,,,,
2420,Cheng Du Yuan Cafe,(626) 350-6800,,19.0,,"['Restaurants', 'Coffee Shops']",South El Monte,CA,91733.0,2023-05-16 03:06:50.054749,CLOSED NOW,,,,19.0,,,
2421,Mr Baguettes,(626) 575-8632,1.0,13.0,"['Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Take Out Restaurants', 'Bakeries']",South El Monte,CA,91733.0,2023-05-16 03:06:50.274165,CLOSED NOW,http://mrbaguettes.com,,,13.0,,,7.45
2422,Lolita_s Fast Food,(626) 455-0855,1.0,12.0,['Wheelchair accessible'],"['Restaurants', 'Take Out Restaurants', 'Restaurant Delivery Service']",South El Monte,CA,91733.0,2023-05-16 03:06:50.299616,CLOSED NOW,https://www.facebook.com/LolitaFastFood,,,12.0,4.0,1.0,
2423,Mario Garcia,(818) 890-5524,,,,['Restaurants'],Pacoima,CA,91331.0,2023-05-16 03:07:24.278549,,,,,,,,
2424,Cielito Lindo Restaurant,(626) 442-1254,,,,"['Restaurants', 'Mexican Restaurants']",Walnut,CA,91789.0,2023-05-16 03:07:47.317910,CLOSED NOW,https://www.casadelsoloc.com,,,,,,
2425,Jimmy_s Donuts & Chinese Food,(626) 442-7399,1.0,31.0,,"['Restaurants', 'Donut Shops']",South El Monte,CA,91733.0,2023-05-16 03:06:50.089440,CLOSED NOW,,,,31.0,,,
2426,A-Sha Dry Noodle,(562) 888-2742,4.0,,['Takes reservations'],['Restaurants'],South El Monte,CA,91733.0,2023-05-16 03:06:50.124127,CLOSED NOW,http://www.ashadrynoodle.com,Order Online,,,,,
2427,Krudos Sushi & Modern Kitchen,(626) 522-1601,,,,"['Restaurants', 'Take Out Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:50.158624,OPEN NOW,,,,,,,
2428,Pamore Pizza,(626) 258-0065,2.0,12.0,['Wheelchair accessible'],"['Restaurants', 'Pizza', 'Take Out Restaurants']",South El Monte,CA,91733.0,2023-05-16 03:06:50.324907,OPEN NOW,,,,12.0,,,
2429,Annia_s Kitchen,(626) 401-2422,2.0,12.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Family Style Restaurants', 'Coffee Shops']",El Monte,CA,91731.0,2023-05-16 03:06:51.076018,CLOSED NOW,http://www.anniaskitchen.com,Order Online,3.0,12.0,4.5,36.0,7.27
2430,Rice Wok,(626) 575-9185,1.0,13.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants']",El Monte,CA,91732.0,2023-05-16 03:06:51.343601,OPEN NOW,,Order Online,,13.0,,,
2431,Thon Vy Vietnamese Restaurant,(626) 579-3988,1.0,,"['Has Wifi', 'Takes reservations']","['Restaurants', 'Vietnamese Restaurants', 'Family Style Restaurants']",El Monte,CA,91731.0,2023-05-16 03:06:51.749516,OPEN NOW,http://www.longhornsteakhouse.com,Order Online,,,,,
2432,Romano_s Macaroni Grill,(818) 725-2620,2.0,25.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants']",Northridge,CA,91324.0,2023-05-16 03:07:30.710577,OPEN NOW,http://www.macaronigrill.com,Order Online,5.0,25.0,,,
2433,Young Dong Tofu,(626) 445-0078,2.0,14.0,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Korean Restaurants']",Arcadia,CA,91007.0,2023-05-16 03:06:52.756960,OPEN NOW,,Order Online,4.5,14.0,4.0,8.0,6.63
2434,Jazz Cat Restaurant,(626) 447-1555,2.0,,['Serves alcohol'],"['Restaurants', 'Family Style Restaurants']",Arcadia,CA,91007.0,2023-05-16 03:06:52.901049,OPEN NOW,,Order Online,5.0,,,,6.58
2435,Something Healthy,(626) 301-0096,1.0,15.0,['Good for families'],"['Restaurants', 'American Restaurants', 'Delicatessens']",Monrovia,CA,91016.0,2023-05-16 03:06:53.943220,CLOSED NOW,http://letseatsomethinghealthy.com,Order Online,3.0,15.0,4.5,3.0,8.3
2436,Jake_s Roadhouse,(626) 599-9453,2.0,23.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Barbecue Restaurants', 'Caterers']",Monrovia,CA,91016.0,2023-05-16 03:06:53.954907,CLOSED NOW,https://www.jakes-roadhouse.com,Order Online,1.0,23.0,4.5,130.0,8.03
2437,Market Grill,(626) 303-4314,,,,"['Restaurants', 'American Restaurants', 'Sandwich Shops']",Monrovia,CA,91016.0,2023-05-16 03:06:54.421235,CLOSED NOW,,,,,,,
2438,Rudy_s Mexican Restaurant,(626) 303-3393,,29.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants']",Monrovia,CA,91016.0,2023-05-16 03:06:54.584736,OPEN NOW,http://rudysmexicanfood.net,,4.0,29.0,4.5,53.0,7.4
2439,La Fogata Restaurant,(626) 962-5111,2.0,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Latin American Restaurants', 'Mexican Restaurants']",Baldwin Park,CA,91706.0,2023-05-16 03:06:55.203992,OPEN NOW,,,5.0,,3.5,7.0,7.76
2440,Lascari_s Italian,(562) 691-2570,2.0,53.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Italian Restaurants', 'Caterers']",La Habra,CA,90631.0,2023-05-16 03:07:51.003305,OPEN NOW,http://www.lascarisdeli.com,Order Online,,53.0,3.5,13.0,6.0
2441,Zumayas Mexican Cafe,(562) 698-5442,2.0,30.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Mexican Restaurants', 'Caterers']",Whittier,CA,90602.0,2023-05-16 03:06:56.690595,OPEN 24 Hours,https://zumayasmexicancafe.com,,5.0,30.0,4.5,38.0,7.31
2442,Starbucks Coffee,(310) 973-4079,1.0,52.0,,"['Restaurants', 'Coffee & Espresso Restaurants', 'Coffee & Tea']",Lawndale,CA,90260.0,2023-05-16 03:07:56.522240,OPEN NOW,https://www.starbucks.com/store-locator/store/11039,,4.0,52.0,4.0,21.0,7.62
2443,Coco_s,(714) 990-0671,2.0,75.0,"['Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Breakfast, Brunch & Lunch Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.368641,CLOSED NOW,http://www.cocosbakery.com,,,75.0,4.0,16.0,5.94
2444,Grand Buffet,(562) 692-8997,2.0,16.0,['Wheelchair accessible'],"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",Whittier,CA,90601.0,2023-05-16 03:06:57.148822,OPEN NOW,,Order Online,1.0,16.0,,,
2445,Ravello Bar & Grill,(562) 945-8723,2.0,,"['Serves alcohol', 'Takes reservations']","['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",Whittier,CA,90601.0,2023-05-16 03:06:57.170539,OPEN NOW,http://dattilorestaurant.com,Order Online,,,4.0,19.0,
2446,JTYH Restaurant,(626) 442-8999,1.0,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:00.710201,OPEN NOW,,,,,4.5,7.0,7.86
2447,Dickey_s Barbecue Pit,(818) 313-9700,,82.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi']","['Restaurants', 'Barbecue Restaurants', 'Caterers']",Woodland Hills,CA,91364.0,2023-05-16 03:07:32.409048,OPEN NOW,http://www.dickeys.com,Order Online,,82.0,,,
2448,Haidilao Hot Pot,(860) 266-6666,2.0,,,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",City Of Industry,CA,91748.0,2023-05-16 03:06:59.857398,OPEN NOW,,,,,5.0,3.0,
2449,La Vie,(626) 571-1180,2.0,22.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'French Restaurants', 'Asian Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:00.616212,OPEN NOW,http://www.laviecounseling.org,Order Online,5.0,22.0,4.5,19.0,6.66
2450,888 Seafood Restaurant,(626) 573-1888,2.0,30.0,"['Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Seafood Restaurants', 'Family Style Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:00.628179,OPEN NOW,https://www.888seafoodrosemead.com,,3.5,30.0,4.0,48.0,5.53
2451,Rose City Pizza,(626) 571-7123,1.0,13.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol']","['Restaurants', 'Pizza', 'Sandwich Shops']",Rosemead,CA,91770.0,2023-05-16 03:07:00.650404,CLOSED NOW,http://www.rosecitypizza.com,Order Online,5.0,13.0,4.0,16.0,8.16
2452,Tin Tin Restaurant,(626) 573-1983,1.0,26.0,['Wheelchair accessible'],"['Restaurants', 'Asian Restaurants', 'Family Style Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:00.722425,OPEN NOW,https://www.facebook.com/pages/Tin-Tin-Restaurant/115798438440468,,,26.0,4.0,9.0,6.52
2453,Banh Mi Che Cali,(626) 572-3788,,,['Wheelchair accessible'],"['Restaurants', 'Vietnamese Restaurants', 'Caterers']",Rosemead,CA,91770.0,2023-05-16 03:07:00.908827,OPEN NOW,https://www.facebook.com/Banh-Mi-Che-Cali-Restaurant-123762277679146/?ref=page_internal,Order Online,,,3.5,5.0,6.38
2454,Din Tai Fung,(310) 214-1175,,,,"['Restaurants', 'Chinese Restaurants']",Torrance,CA,90503.0,2023-05-16 03:07:05.526243,OPEN NOW,https://dintaifungusa.com/us/locations/torrance.html,,,,,,8.76
2455,Sea Harbour Seafood Restaurant,(626) 288-3939,2.0,21.0,"['Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Seafood Restaurants', 'Chinese Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:01.014876,OPEN NOW,http://seaharbour.com,,4.5,21.0,4.0,57.0,7.66
2456,Boiling Seafood Wok,(626) 288-8718,2.0,9.0,"['Serves alcohol', 'Takes reservations']","['Restaurants', 'Chinese Restaurants', 'Family Style Restaurants']",Rosemead,CA,91770.0,2023-05-16 03:07:01.857979,OPEN NOW,http://www.boilingseafoodwokca.com,,,9.0,,,6.68
2457,Turquoise Restaurant,(310) 373-3234,2.0,15.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Health Food Restaurants', 'Family Style Restaurants']",Redondo Beach,CA,90277.0,2023-05-16 03:07:02.602952,OPEN NOW,http://www.turquoise-restaurant.com,Order Online,,15.0,4.5,88.0,8.26
2458,The Original Pancake House,(310) 543-9875,2.0,70.0,"['Wheelchair accessible', 'Serves alcohol', 'Good for families']","['Restaurants', 'Breakfast, Brunch & Lunch Restaurants', 'American Restaurants']",Redondo Beach,CA,90277.0,2023-05-16 03:07:02.669327,CLOSED NOW,http://www.originalpancakehouse.com,,,70.0,4.5,169.0,8.29
2459,The Cheesecake Factory,(714) 255-0115,,45.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Take Out Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.205234,,http://www.thecheesecakefactory.com,,2.0,45.0,4.0,196.0,8.23
2460,Candle Cafe & Grill,(310) 314-4456,2.0,18.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Coffee Shops']",Venice,CA,90291.0,2023-05-16 03:07:06.133859,OPEN NOW,http://candlecafevenicebeach.com,,,18.0,4.0,235.0,5.79
2461,Baby Blues BBQ,(310) 396-7675,4.0,19.0,"['Offers outdoor seating', 'Good for groups', 'Serves alcohol', 'Good for families']","['Restaurants', 'Barbecue Restaurants', 'Caterers']",Venice,CA,90291.0,2023-05-16 03:07:06.192161,OPEN NOW,http://www.babybluesbbq.com,Order Online,5.0,19.0,4.5,371.0,8.32
2462,Deluca Trattoria,(310) 640-7600,2.0,16.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Has Wifi', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",El Segundo,CA,90245.0,2023-05-16 03:07:36.939934,OPEN NOW,http://delucapasta.com,,1.0,16.0,,,7.66
2463,Chef Hannes Restaurant,(310) 640-0164,2.0,26.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Take Out Restaurants']",El Segundo,CA,90245.0,2023-05-16 03:07:36.875737,CLOSED NOW,http://www.chefhannes.com,,,26.0,4.5,67.0,5.91
2464,Gyu-Kaku,(714) 671-9378,1.0,,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",Brea,CA,92821.0,2023-05-16 03:07:48.858558,OPEN NOW,http://www.gyu-kaku.com,Order Online,5.0,,3.5,14.0,7.33
2465,C & O Trattoria,(310) 823-9491,2.0,23.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Italian Restaurants', 'Coffee Shops']",Marina Del Rey,CA,90292.0,2023-05-16 03:07:07.632812,OPEN NOW,http://www.cotrattoria.com,,5.0,23.0,,,
2466,Hasta La Pasta Inc,(310) 301-7278,2.0,14.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Good for groups', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Italian Restaurants', 'Caterers']",Marina Del Rey,CA,90292.0,2023-05-16 03:07:08.189825,OPEN NOW,http://www.cocucina.com,,,14.0,,,
2467,Burger Lounge,(310) 827-3670,2.0,,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol']","['Restaurants', 'American Restaurants', 'Hamburgers & Hot Dogs']",Marina Del Rey,CA,90292.0,2023-05-16 03:07:08.326781,OPEN NOW,http://www.burgerlounge.com,Order Online,,,4.5,41.0,7.71
2468,Tokyo Grill,(310) 816-0701,,,['Wheelchair accessible'],['Restaurants'],Wilmington,CA,90744.0,2023-05-16 03:07:58.176231,CLOSED NOW,,Order Online,,,,,6.09
2469,Marmalade Cafe,(310) 648-7200,2.0,33.0,"['Offers outdoor seating', 'Wheelchair accessible', 'Has Wifi', 'Serves alcohol', 'Takes reservations']","['Restaurants', 'American Restaurants', 'Continental Restaurants']",El Segundo,CA,90245.0,2023-05-16 03:07:09.334421,OPEN NOW,http://www.marmaladecafe.com,,1.0,33.0,4.0,151.0,8.2
2470,Delia_s Restaurant,(310) 830-7288,1.0,29.0,['Wheelchair accessible'],"['Restaurants', 'Family Style Restaurants', 'Filipino Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.618934,CLOSED NOW,http://deliasrestaurant.com,Order Online,,29.0,4.0,1.0,
2471,LUCKY CHINA,(310) 835-9237,1.0,,"['Wheelchair accessible', 'Takes reservations']","['Restaurants', 'Fine Dining Restaurants', 'Chinese Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.629454,OPEN NOW,http://luckychinacarson.com,Order Online,,,4.0,6.0,7.43
2472,Back Home In Lahaina,(310) 835-4014,2.0,21.0,"['Wheelchair accessible', 'Serves alcohol', 'Takes reservations', 'Good for families']","['Restaurants', 'Take Out Restaurants', 'American Restaurants']",Carson,CA,90745.0,2023-05-16 03:07:10.640285,CLOSED NOW,http://www.backhomeinlahaina.com,Order Online,4.5,21.0,4.5,45.0,8.42
